id_time,id_city,id_product,spot,min,max,average,_id
5,1,1,Carnicería,3990,5500,5000.8,128
5,2,1,Carnicería,4980,4980,4980.0,129
5,1,2,Carnicería,3990,5500,4929.8,130
5,2,2,Carnicería,4980,4980,4980.0,131
5,1,3,Carnicería,5680,6990,6212.8,132
5,2,3,Carnicería,4980,5980,5480.0,133
5,1,4,Carnicería,3180,3990,3569.2,134
5,2,4,Carnicería,3198,3690,3444.0,135
5,1,5,Carnicería,3200,4590,3895.0,136
5,2,5,Carnicería,5000,5000,5000.0,137
5,1,6,Carnicería,2980,3980,3306.0,138
5,2,6,Carnicería,2998,3980,3489.0,139
5,1,7,Carnicería,2299,2990,2673.0,140
5,2,7,Carnicería,2790,3098,2944.0,141
5,1,8,Carnicería,2900,3980,3171.2,142
5,2,8,Carnicería,3290,3298,3294.0,143
5,1,9,Carnicería,6980,8900,7663.8,144
5,2,9,Carnicería,5990,7000,6495.0,145
5,1,10,Carnicería,3990,5500,4915.33,146
5,2,10,Carnicería,4500,4980,4740.0,147
5,1,11,Carnicería,6490,8490,7392.8,148
5,2,11,Carnicería,5990,7000,6495.0,149
5,1,12,Carnicería,6980,8490,7571.8,150
5,2,12,Carnicería,5990,7000,6495.0,151
5,1,13,Carnicería,4298,4298,4298.0,152
5,1,14,Carnicería,2388,2388,2388.0,153
5,1,15,Carnicería,1598,1750,1682.0,154
5,2,15,Carnicería,1798,1798,1798.0,155
5,1,16,Carnicería,4980,6000,5479.8,156
5,2,16,Carnicería,4980,5490,5235.0,157
5,1,17,Carnicería,1799,2280,2084.17,158
5,2,17,Carnicería,1998,1998,1998.0,159
5,1,18,Carnicería,1890,2280,2025.67,160
5,2,18,Carnicería,1898,1980,1939.0,161
5,1,19,Carnicería,4980,5990,5519.8,162
5,2,19,Carnicería,4980,5490,5235.0,163
5,1,20,Carnicería,4980,5980,5459.8,164
5,2,20,Carnicería,4980,5490,5235.0,165
5,1,21,Carnicería,4980,5990,5519.8,166
5,2,21,Carnicería,4980,5490,5235.0,167
5,1,22,Carnicería,3990,5550,4873.11,168
5,2,22,Carnicería,4980,4980,4980.0,169
5,1,23,Carnicería,3690,5000,4431.8,170
5,2,23,Carnicería,4980,4980,4980.0,171
6,1,1,Carnicería,4390,5500,5024.22,172
6,2,1,Carnicería,4980,4980,4980.0,173
6,1,2,Carnicería,4490,5500,5056.44,174
6,2,2,Carnicería,4980,4980,4980.0,175
6,1,3,Carnicería,5900,7490,6397.25,176
6,2,3,Carnicería,4980,5990,5485.0,177
6,1,4,Carnicería,3298,4480,3807.5,178
6,2,4,Carnicería,2490,3198,2844.0,179
6,1,5,Carnicería,3200,4590,3771.75,180
6,1,6,Carnicería,2980,3980,3341.0,181
6,2,6,Carnicería,2998,2998,2998.0,182
6,1,7,Carnicería,2580,3980,3049.2,183
6,2,7,Carnicería,2190,3098,2644.0,184
6,1,8,Carnicería,2880,3980,3269.2,185
6,2,8,Carnicería,2790,3298,3044.0,186
6,1,9,Carnicería,6900,9490,7705.33,187
6,2,9,Carnicería,5990,7000,6495.0,188
6,1,10,Carnicería,4290,5500,5035.43,189
6,2,10,Carnicería,4980,4980,4980.0,190
6,1,11,Carnicería,6790,8990,7516.44,191
6,2,11,Carnicería,5990,7000,6495.0,192
6,1,12,Carnicería,6790,8990,7627.56,193
6,2,12,Carnicería,5990,7000,6495.0,194
6,1,13,Carnicería,4298,4298,4298.0,195
6,1,14,Carnicería,2388,2388,2388.0,196
6,1,15,Carnicería,1598,1898,1748.67,197
6,2,15,Carnicería,1798,1798,1798.0,198
6,1,16,Carnicería,4790,6000,5547.56,199
6,2,16,Carnicería,4980,5500,5240.0,200
6,1,17,Carnicería,1799,2298,2100.83,201
6,2,17,Carnicería,1998,1998,1998.0,202
6,1,18,Carnicería,1890,2280,2059.0,203
6,2,18,Carnicería,1898,1898,1898.0,204
6,1,19,Carnicería,4890,6000,5592.0,205
6,2,19,Carnicería,4980,5500,5240.0,206
6,1,20,Carnicería,4890,6000,5558.67,207
6,2,20,Carnicería,4980,5500,5240.0,208
6,1,21,Carnicería,4890,6000,5592.0,209
6,2,21,Carnicería,4980,5500,5240.0,210
6,1,22,Carnicería,4290,5500,5034.22,211
6,2,22,Carnicería,4980,4980,4980.0,212
6,1,23,Carnicería,3890,5490,4588.29,213
6,2,23,Carnicería,4500,4980,4740.0,214
7,1,1,Carnicería,4500,5500,5115.0,215
7,2,1,Carnicería,4980,4980,4980.0,216
7,1,2,Carnicería,3598,5500,4900.89,217
7,2,2,Carnicería,4980,4980,4980.0,218
